whislo,q1,med,q3,whishi
-12.03840427472905,-4.183243871742031,-1.6324198678357837,0.6705309963010686,5.260141167224857
-27.387093751185933,-18.291149953811054,-13.241134014773106,-8.984296364743969,-1.2467395714911167
-32.77635612870414,-26.008440358054294,-24.132429595627876,-20.029791441013415,-13.960172153387871
-51.960408844732584,-45.25759489948207,-39.45073520767484,-32.34160652738266,-22.97217540856998
-44.78877142751518,-38.113119328026706,-35.653698642715014,-31.69370034984831,-22.58812723658209
-75.58542282300411,-63.069494307186226,-44.557733264328924,-38.153411764315564,-33.79732883956887
-88.0706661272996,-77.80423238856484,-69.34274752425657,-65.63687433077698,-54.82628295168262
-84.73974886773135,-77.50502762673231,-74.3885028355397,-71.9071191347987,-65.71428028304183
-97.63946625553221,-83.81180428958146,-80.1951658243656,-78.04183897553045,-67.93090314258978
-120.17239964161833,-113.06608611287189,-108.13733526915473,-103.37455622956824,-93.99907570505025
-143.19737329792824,-135.73397359298022,-128.23688900007426,-119.05225606174318,-105.54110761013212
-149.8941477808395,-145.08520863430206,-143.04406579140255,-138.26401568231253,-130.02049980645796
-153.22241166107062,-146.54025422040417,-138.28408750035356,-132.79412689265476,-126.32778344821728
-157.57325283161745,-151.30198664663664,-148.647831840996,-143.01773082596333,-129.06400129990107
-155.8502857505071,-144.8115043759724,-142.6375198400615,-140.46722709455622,-130.89398057295756
-174.0675071772531,-164.6375884560728,-160.54651744968203,-154.42876640911476,-144.2115995686535
-188.51575643430365,-180.226438076766,-175.2668985189309,-172.9910592128832,-167.0050996923306
-195.9114434319688,-189.9757811092358,-187.5418140081763,-183.52118380329506,-176.85840832017485
-198.99878361595606,-190.9625197439588,-186.171593581696,-180.35426629167688,-165.6257762766034
-187.3833574912745,-181.20070675641512,-171.48010046432282,-158.83936674703875,-149.96503188471155
-175.5603510863027,-169.34210753350158,-165.25388827921887,-160.61452861826615,-148.21791851910547
-211.3262394243863,-202.44302079053688,-192.93442266073043,-177.7256061372618,-164.66223636038262
-237.27676528716734,-223.39005775686545,-215.23549735771513,-211.81489618180444,-204.38667023699992
-235.22194786011008,-226.80268839948366,-224.28348063481923,-221.07927930346233,-215.02635094709808
-242.02185165255622,-234.66533129493584,-229.04071551045058,-218.803558135781,-212.4838865586469
-249.24811412458106,-238.42421560908411,-235.56072810444846,-233.29744795897614,-225.31474655451012
-289.1962123320956,-269.5302915156468,-256.9656372348876,-250.88073418898514,-235.16110189776404
-290.69204184963854,-285.25187435218675,-279.6139977607969,-273.6108435972362,-267.0196266341012
-277.6045194589659,-269.00971954173855,-265.47123808584587,-253.14252762262856,-241.49217007988324
-253.91775966143712,-246.43000943811865,-244.41075535558392,-241.3763822145831,-229.69581538542874
-236.4909394191667,-231.38090708913165,-227.6518419771259,-224.30225053388693,-218.13834992481318
-237.63903557015863,-230.86980614160598,-228.93591172247562,-225.21709502321292,-213.72446844122922
-237.76823779184795,-230.05581441922368,-224.7910040949447,-221.99138486677396,-215.9047475507897
-241.18907330425654,-225.76006563454868,-219.69229111609184,-211.66728321729747,-200.30907666284057
-205.05848534517554,-198.3829274462238,-191.95861583098946,-186.74118327824038,-177.2508397642119
-220.54406058361877,-205.74398356528508,-187.2441493218799,-180.51987825017113,-170.70686342531448
-235.94193776654308,-228.4814538325036,-223.79529253851985,-219.79815853738666,-210.90422553076584
-230.84104744987096,-217.5987234227922,-211.4258324502187,-208.7828298049668,-202.05145711728179
-231.4891953236864,-224.94635974819863,-222.88508813529944,-219.8652251811469,-203.24978449377122
-252.96360395110574,-246.7255990606748,-242.85909362352453,-238.17331569172472,-228.32331699667813
-264.9228153109375,-256.4103293531887,-252.63510774868416,-247.3849800682064,-237.79272471026422
-263.1055052118936,-255.27866637303825,-247.43321684685617,-244.28454079758197,-233.11837059249106
-260.7286191976435,-243.56837167493123,-241.35468533879882,-239.2800471532958,-232.61866377761424
-264.19465605890804,-252.65017285750025,-245.36307735167856,-238.25688468542347,-232.68554303501932
-257.0985065782946,-250.0413161222141,-248.1961732583698,-245.83373713402153,-238.9712702813784
-261.56709826710266,-256.65608412653353,-253.80525171761866,-251.2926359286798,-247.38075817597846
-291.9424443508448,-283.30709583525163,-267.039501545084,-260.93551261402854,-254.22441771631566
-299.12885866692847,-291.95173012944065,-284.77001481113155,-281.03778411960604,-275.8949548363737
-284.69031237248015,-277.9518295211604,-264.332943717122,-261.2559992679435,-254.08472916595449
-258.4973040426707,-241.99947328408578,-231.5636291899653,-224.18083112945033,-218.80040118514378
-234.01986427853853,-227.82101797499556,-223.89961769977896,-220.97406556568296,-216.0500882094874
-227.95702637051303,-216.22392266857355,-212.16869295157832,-205.46295608379916,-196.36304737511628
-197.17179833116666,-185.9395866045204,-183.27171335429773,-180.9683638541598,-172.33120080184653
-198.99049141829803,-193.55839530705558,-187.6535299585876,-182.355736417345,-175.0412471139858
-205.4102305999573,-196.67744765649718,-193.82384678347285,-190.44991264503835,-183.13424519063656
-238.5515777461073,-230.02358563711067,-225.9097598937601,-198.00431534793435,-184.5307893472742
-228.62003992062773,-211.36241037643435,-207.428610281262,-196.03934106068758,-184.08632148446245
-193.3247698896817,-185.94631148617435,-183.82826062066147,-178.1049056751908,-164.8179050063085
-189.32494499273818,-178.70768265922655,-171.09111714564767,-165.66841927252136,-157.61638994832944
-181.71617096104833,-170.36742052287573,-161.58228290846392,-158.72003289145312,-152.19851710718345
-198.8979608981424,-188.61055610529144,-184.85313632368707,-182.10452609089083,-173.14623390354916
-209.40718193352063,-200.5996594297216,-194.6557739388931,-188.0676720483154,-181.23418315151693
-214.10493675253218,-205.55307681309108,-200.07268714458928,-196.60147646031692,-188.62894164790157
-211.27030180241061,-198.79714201986533,-195.4962267955769,-192.56295526511101,-187.34874108128676
-214.9080607785733,-210.53160202883186,-208.13025045230407,-203.95236146475156,-198.79088528159124
-219.09264098683326,-212.09181660868035,-208.76056112972293,-203.51021399358427,-194.00971908286667
-208.74753209924944,-196.91835535914296,-193.72240299977693,-190.21502798238214,-177.58121519463802
-210.61202252547724,-203.94676440719974,-201.3549081078582,-196.72103333564309,-186.80113634153616
-192.21319070024768,-178.8712642363467,-174.5579396450106,-171.00510761410055,-163.974930635043
-173.345396643388,-156.11973585289388,-151.60419950899072,-139.42700039733032,-132.60683171048893
-144.39200489556953,-138.01289408282724,-133.76159142374905,-127.35386269130572,-121.09000304168573
-144.19096242396765,-132.67942580239938,-129.62714579799086,-127.47699029070385,-122.13613151096764
-135.05266318788938,-125.53042076911494,-118.41844195233372,-114.33832049889016,-105.75229891374632
-109.48809739784377,-103.69756224999318,-94.49363796341405,-85.56684628092756,-71.78935539185787
-104.34640106687472,-95.36329227870905,-89.74095638847578,-86.63714308397591,-73.02296582175275
-121.72668090052898,-112.93800469399035,-109.81516565419611,-107.32460129263285,-99.65841382887604
-160.92628315202802,-154.51177835230698,-143.3207462599768,-122.337483290173,-107.01207898113907
-155.95940622335425,-149.23656465701075,-147.2572368019986,-144.23944418567046,-136.59416629737763
-166.0795262057181,-158.86563604089133,-152.08644073313013,-143.59548275766906,-133.7867677294824
-166.0771319910379,-155.25727821489681,-152.2622807103408,-150.00919347390237,-143.0853137459017
-169.27064224168205,-162.99380789539663,-161.2941357518519,-159.6122553209163,-154.02268160177312
