whislo,q1,med,q3,whishi
-10.682199277279517,-5.2714758909649255,-3.277912985234379,0.97868807932905,8.285978588528629
-18.48613583760581,-10.115545749449078,0.44119534543316863,4.49434690770837,10.71171275144121
-14.92326403421646,-8.266363016145226,-1.38677018417197,4.147859479594238,9.902086608793404
-42.48632573263346,-29.194140144009467,-20.224638866325474,-10.616125285278947,-4.678361444556613
-40.35216422607914,-33.37181052027328,-28.190765137339977,-16.570077575816683,-7.828243456424678
-19.863619484070753,-11.877796183276043,-9.652754008781942,-4.010486743354399,3.316971587335706
-45.00678414522563,-38.373373052792665,-35.47978706503987,-30.592959137474153,-12.585846969264644
-34.85824299277863,-20.80024460803618,-12.484922544480899,-8.809370395149026,-2.2128755089970187
-27.043420956259137,-11.680856050780802,-7.452576301818597,-3.499478628794496,2.885284171800079
-12.516530072302764,-2.9629291037380217,1.1982572058921397,3.4183530177584855,10.237924416756089
-12.024019515502577,-7.041742272659635,-2.8631089254978086,1.3230615665341277,10.007652864405248
-7.9804009589232185,5.779865182796506,9.807300307022862,12.44790611202091,18.61711802052355
-8.155871890138684,4.2915896151021835,8.311371585029395,10.42038867272183,14.584756390322614
-11.110908059942226,3.7024711094104363,8.314407703261498,10.391980681819316,21.55682994043899
-51.96077148894214,-41.754967588080255,-27.292143644555942,-8.07340935656568,-1.5151468748011276
-55.850402365562644,-47.96400758026841,-45.25657791583829,-43.450300806315596,-38.35075500872967
-52.78054047892194,-45.602695616452486,-40.04201585680672,-36.20725810489048,-28.267912723649204
-63.765562915990216,-55.70315580529791,-51.21991825161787,-47.74293773141431,-42.882124076567244
-58.72656825728628,-51.35170838981071,-47.74702961957807,-43.801646207031006,-32.73113955319827
-47.0223225992774,-39.34555413100451,-32.05152235078765,-24.680767175403176,-15.766532553836214
-48.90203942652483,-43.215544606015015,-40.752752914827155,-38.01099265534185,-31.054029750459875
-51.229904349351344,-39.58693829463222,-36.08408586921877,-32.55312694927556,-21.883533692286704
-63.75824242761203,-57.7129355975991,-52.90529076564769,-42.82957544766213,-33.18427639782836
-58.21999579681673,-52.2121497318155,-49.631032635894286,-46.76849718589755,-38.783496509713
-114.52432948996268,-104.36449917328885,-94.22066740700878,-67.37908581059877,-54.949896393314276
-118.31657860626596,-108.6892761093775,-105.0442171203234,-99.83396465882473,-89.36869026459023
-121.27508389344888,-114.90164739116533,-108.585573838335,-99.18202044055093,-91.40293771843783
-124.85578696745267,-115.37501942680402,-106.17601999179674,-99.03610445630703,-91.10271126609103
-105.3224624449609,-94.2601013849171,-90.97664421588755,-87.43952036141312,-78.29218960219278
-91.31497230572036,-86.92123790471244,-84.47485998482796,-82.12760177423806,-74.41982635683438
-87.26150869875086,-76.15016140691122,-71.34871479669768,-67.31492648988538,-59.04579081133733
-85.6765499287337,-78.89847776871424,-75.48150923755512,-72.93822019679477,-67.10698763923388
-90.26136019428485,-84.67369215037172,-82.68429414201779,-80.31387338513831,-71.2984133356355
-88.37577655777199,-83.40074430625154,-81.4413805808274,-79.22688178294375,-69.43954396160152
-91.05688728865441,-86.02555752514859,-84.13053693292497,-81.76213688837507,-75.98582415947813
-109.09913101785068,-104.94379511237142,-101.62515637968733,-96.63002929071433,-80.01214491738816
-127.28895046422952,-120.94601156133427,-117.4664782695985,-113.61059103195623,-106.63360666499003
-128.1317629154598,-118.59939500930543,-116.35045271404445,-114.20839958456719,-107.4328708175339
-147.49634590030502,-139.48377234684673,-136.26741765880985,-132.90291309898504,-121.9257814024894
-143.6185700368988,-135.48766875249478,-132.95918523907827,-126.2636098011389,-111.03495073946243
-142.74120834480013,-135.04563516944785,-133.07336350634606,-130.59934716536927,-121.19987830818611
-154.88753366089242,-144.2120423056734,-138.06655677944127,-130.75591751204013,-120.66342723442948
-154.0648900899871,-145.69233899484252,-140.67463932394475,-136.43984303155466,-129.3871561775872
-168.72204042821284,-162.3131940243409,-159.11676872302462,-154.809282678055,-138.82929816998706
-166.8411653002407,-158.32483264234537,-154.76758425710082,-150.72148012475026,-133.06558356945564
-149.86313151213653,-143.88892986269187,-140.76250794721955,-137.00617052000706,-128.5124417854672
-168.09089909420095,-161.0065499979248,-156.56758235079394,-153.73170821054887,-146.19647711600865
-199.02406814202416,-184.76894786085725,-178.8364396067078,-171.59866938141272,-161.89304514708263
-198.60711779858798,-192.03532240507076,-187.7900142281283,-183.70566336751682,-177.4570485205874
-226.7665286526405,-207.51278888443133,-199.04522678161385,-194.35466130933693,-187.88504583068413
-247.40161732489742,-236.0362602397194,-231.08744921840497,-227.05888904638496,-222.20328065880793
-245.3917448562051,-237.25520631990813,-233.9022009989721,-230.9992359485189,-224.86563530489244
-238.03855003801263,-226.99887421357823,-213.83684986893883,-208.22227552687335,-203.14383666074215
-232.9711988376149,-220.18683944262756,-213.76955990257048,-210.85987965498106,-201.47290247692757
-249.98610783296564,-242.44152089579066,-239.65428340817328,-235.55782947279758,-227.0501566085764
-246.18250286659043,-238.27583808765922,-231.17056110598872,-227.34246879605263,-220.56519840650344
-248.6474608512679,-242.29551668922926,-234.82658638201644,-227.16942746556745,-218.87466128022805
-235.72432415871194,-224.21073391439424,-221.76008940263404,-217.69620808823453,-209.87011725985994
-245.2487932287424,-229.5369771477845,-226.44222853867262,-222.43720570262457,-212.48135711986268
-275.81578333393315,-264.56887335587396,-261.1741609926954,-257.8617820143854,-244.6200143990241
-283.8450318523282,-273.5629076316453,-268.39623834290404,-264.03963067162806,-256.65257650253545
-300.84046097144716,-295.1618683509215,-291.9146780687731,-287.3310329938939,-276.0395626782429
-298.27254765103885,-286.4707218271919,-273.5737192732076,-264.81781298939933,-254.0746301072664
-286.7884769390171,-279.14623159133396,-274.3628167958857,-270.383634955444,-258.5857043104908
-285.2569437360422,-272.39024387365464,-269.4658704332801,-264.7665890650313,-258.59771883674847
-277.3621257155099,-270.83835498022694,-265.8123074562353,-261.5839049484749,-255.24874482394966
-282.96475617352854,-277.23895296418493,-271.70097991396983,-268.6279532668065,-255.33136475855952
-293.9554735648207,-288.49821639441495,-281.8009032140598,-277.56409039980684,-269.9957291368841
-278.9806240147479,-273.57402056908063,-271.60217775148305,-267.4307858449058,-260.59591928488925
-290.85707918497985,-284.9161501528005,-281.53382879403756,-276.27968691136005,-266.51857505263376
-290.4773469406608,-283.7220167811811,-281.82197188840735,-274.5737273704043,-258.14279091223125
-285.0937090279387,-273.27299819319717,-267.6705409953558,-259.3639051865313,-245.81658768561215
-251.62340025503727,-237.810573655261,-228.40991930864982,-225.12326921458495,-217.82734083016487
-229.4383443974521,-223.46019192669036,-219.97495003191852,-212.46483027457933,-201.68306668016714
-252.39754541414337,-229.2385611861634,-214.9702005913581,-211.46410259016744,-204.1576604307374
-276.7896231861289,-269.80753953773245,-265.4980837400186,-259.0317928399845,-249.4168014149321
-311.85911946075703,-301.5903933861591,-293.2369606026599,-280.79006942175585,-268.4770296372653
-324.50637297390244,-313.7393276961684,-310.30479156916556,-304.67991856189883,-295.56889175342855
-314.9969468910213,-302.4242603585327,-297.1605660645413,-293.536988609594,-287.4181224962675
-295.36971750646217,-285.4325392270579,-281.3677385464649,-277.1096310684306,-267.2474712467215
-310.9778562426405,-303.1407845673468,-290.75210480069734,-284.39481607440933,-271.4917229264931
-308.52316079236283,-302.44608776825964,-296.77561870031343,-290.6698267510001,-283.8182838318395
-331.18784205048183,-323.6051650206117,-321.3521983095564,-318.5786301420044,-301.8263630162745
-329.43605073264604,-322.83786686008995,-320.2886030771088,-318.3747501016253,-309.85488910628897
-350.19367570589947,-337.01633507247254,-331.6947813058701,-324.8006007257948,-316.06264472294737
-370.0060632150003,-360.84376715708686,-351.324416238058,-345.59122119242284,-338.3121025008864
-378.8737296298322,-371.354456982083,-367.13286628425726,-361.8052419464881,-353.0520663064189
-389.7272164165232,-382.74735067704455,-380.45826485991813,-378.5381077249601,-370.5794733847523
-420.6178908399894,-410.227265983614,-405.724489996264,-399.7393188275025,-385.1376362020246
-433.13716348397884,-427.4943957610795,-422.56913143420576,-419.9986940717662,-415.667237598332
-419.4342301821475,-411.3366397775156,-407.41802244254905,-396.5753838095848,-378.5687652974415
-383.40547346460176,-373.63155854637216,-368.8834062273192,-365.56030044935693,-358.94103256298786
-393.5166123029877,-383.53165527914643,-376.67436656084226,-373.8578077036851,-366.74522706133087
-390.712668544398,-381.2046137338823,-378.84443237052517,-376.37885554571335,-365.37201311633015
-371.38490838170446,-363.1151124015483,-359.87354470841075,-356.40627158844086,-349.99896870544524
-370.20350966022534,-362.1865305147576,-355.2119263102863,-348.875449378192,-340.98766366358643
-381.50273939551914,-375.7331926195815,-372.5232954062801,-367.485350518375,-359.13247046442575
-379.5289538884735,-375.8326392254336,-373.6889894287809,-371.58553826285663,-366.06003933468844
-378.88072489661386,-374.15972888237627,-368.8812817176912,-366.24296350771306,-359.3589383478505
-379.91032782408456,-375.03612082131434,-363.802026846331,-360.10894944005145,-348.8664810756386
