whislo,q1,med,q3,whishi
-2.652006385908048,-0.3931332064615111,0.5858125376675131,2.3495574254685163,5.6562846002622145
-5.7061229887940925,-1.976267907725142,-0.7631455082218013,2.20092688619564,5.6562846002622145
-6.695119179514732,-4.2360809248847815,-2.915211162752083,-2.0451304438036733,-0.12552360539373097
-6.529154894655267,-5.066655264537383,-4.0302487503799265,-2.915211162752083,-2.0373664439189043
-15.289683277163617,-10.060761711674424,-6.1834939710620915,-4.9601567524558785,-2.3032087717046257
-19.099526159666155,-14.686667590679388,-13.12887946516793,-9.575402247270267,-5.240899763170368
-19.099526159666155,-16.24503277927303,-14.63433443778651,-12.817041052671328,-10.30035488908654
-15.761075801302404,-12.912820941367984,-11.739493309282857,-10.884591197473073,-9.182474929770406
-19.114111493922724,-16.86835891427654,-15.362014984996701,-11.465847073036823,-8.725291635262678
-26.873054791300035,-23.76273724837791,-18.524142658266086,-17.045575165002127,-15.26874616594481
-27.724751733460224,-26.091775667294087,-24.224433973055504,-22.454973794305197,-17.380020140064236
-28.277701299105217,-26.454774115285048,-24.967980264878634,-23.739533888727852,-22.135761385429998
-28.277701299105217,-26.772474314658577,-25.73064513874938,-24.369500862230066,-22.450572829575112
-39.01507068022049,-34.12721788400087,-29.694544387428923,-25.796579761237766,-22.450572829575112
-39.6492973031094,-37.48891005280974,-36.410382840377025,-34.86494922325327,-32.99042162320159
-37.725570521410596,-36.021446435677554,-34.18370682350195,-32.78869516487829,-30.405629727649302
-37.068475127531975,-34.0358465705057,-32.25176332195161,-31.03129139421571,-28.416480770026133
-41.93993050411197,-38.05566140854744,-36.14694173246096,-32.985525531740905,-28.416480770026133
-45.215972093339545,-43.421429264598245,-41.702509889210546,-38.363422686197424,-34.62079058070418
-52.25967295326956,-49.630213759297206,-46.08906562176817,-43.87355267576671,-41.25033661853785
-52.25967295326956,-49.84885293649549,-48.83733617209723,-47.79910504195776,-45.62539244675484
-52.49319329689311,-49.40748884939634,-47.96440192069099,-46.5961575444201,-45.600481066358185
-53.45724827155476,-50.24083624714167,-48.67717494336925,-47.671249823001624,-45.93992094980073
-48.75187600097274,-47.74476084463028,-45.4520970646232,-44.513896497649654,-42.76882654527844
-47.99856063586681,-46.31196838324618,-45.300905437157525,-44.48579339919,-42.76882654527844
-47.99856063586681,-46.31196838324618,-45.39708718452793,-44.66772645028345,-41.00008319791898
-46.124787207748206,-45.36697191078896,-44.57119109273879,-42.71887018741275,-41.00008319791898
-52.642115418761826,-48.842067252192464,-45.88531558131513,-44.86754509074713,-42.87862536669038
-52.642115418761826,-50.77184380509299,-49.267741417432575,-48.482632057248416,-47.30831876823016
-51.82197093470535,-50.1773413281914,-47.39365143213025,-46.18619816360132,-44.89662884236023
-47.383020354413276,-45.81369124663813,-44.18456274317939,-43.003490707286076,-41.16434822765238
-44.0852597776889,-42.62379758649892,-41.473015853861035,-40.45787619440526,-37.91269365254035
-45.394756959697176,-41.708012542306136,-40.449920556570426,-38.4749939937867,-36.47657781085541
-45.394756959697176,-43.764578864135885,-42.54805634302201,-41.23894495121249,-37.09849803847074
-44.90134499008492,-42.79580822591798,-41.84761511141373,-39.84885364351993,-36.76419432066776
-44.46816484416254,-42.26684601592494,-41.10774759336894,-40.16900489425534,-36.76419432066776
-44.46816484416254,-41.89791602587497,-41.20875834311727,-40.552877510955,-38.703662080176436
-43.980266491931154,-42.374253286446084,-41.47464885081567,-40.65757939318755,-38.703662080176436
-44.69701734022111,-43.42780908107064,-42.48352957771188,-41.272834098068074,-39.72940498577615
-43.87383192034777,-42.287086442821995,-41.126179070542634,-40.08763813835433,-37.33057366540392
-46.185448701678645,-43.94926215412193,-42.65272059245479,-40.19322230373003,-37.33057366540392
-47.77120003577777,-45.06533900564047,-44.26189945438868,-43.189505738486716,-41.90637361914132
-47.77120003577777,-45.43038017631873,-44.60667869405641,-43.88759930468701,-42.41023653388782
-47.36484652570399,-44.80356932156827,-43.74691905022718,-42.276993071726395,-40.716477858231926
-47.7687223315018,-46.28838420406445,-43.9788245020589,-41.14098647329113,-38.082604617980145
-44.31680976255762,-42.54653859491012,-40.941829482711626,-39.537581651775454,-38.082604617980145
-43.72502970236708,-41.35584012572324,-39.476086129675764,-36.46366262229842,-34.38362521599405
-48.6262116454394,-45.82226070326632,-40.365888037136386,-37.04015451690629,-34.43845301041519
-51.45658625343344,-49.24529995937669,-47.63878242884538,-45.96859765270501,-40.524937962491066
