whislo,q1,med,q3,whishi
0.8857713578650691,4.205084362445529,4.791479907321996,5.641361501995142,7.568556483453124
2.8000041968153493,4.916939772660582,6.453281547166304,8.713680449680368,12.809016010895403
5.9652104349377435,8.764514560085061,11.052091725592119,12.300025981077598,14.596335115319489
9.648433764300561,11.064876919750658,11.787933605789664,12.591144057403724,14.90101055867967
11.44903796691772,12.405969503497674,12.997180253876678,13.879669146967437,15.838685694568836
12.348203376211933,14.34041082523681,17.346372461716076,21.215689680325966,27.37860114671138
18.907307735973056,21.488431120411114,25.487677821106832,26.924882738885472,31.418439501292895
24.924082355633775,27.194169778013542,28.852350533386502,30.621140802465913,34.38491662764824
26.647796964587606,29.93896266456273,31.814651982743804,33.542132202066234,37.055163004484946
27.157096504395717,29.753843372263198,33.071049089561946,34.14063145301302,37.055163004484946
26.50502050530573,28.09450616405943,29.274872442951096,30.290946420445337,34.178758147792095
11.79539381527038,19.11446294092059,25.25375229505349,27.424032369357928,30.44377271899981
11.255170383738538,13.410911560780661,14.398870003080345,17.909871377166,22.60275538603806
8.546213026895035,11.319222822334163,12.486103332615777,13.827983299529604,15.543848575812294
3.6383511681536707,5.099122107362397,7.486869507908258,10.86937199946075,12.89491796899669
3.738374704227416,6.130662862211049,8.925024164356326,10.427846564880856,12.32667408212384
6.415795204460155,9.34843716054192,10.244688263029197,11.280944589894702,12.844827550534774
6.415795204460155,9.730568390691403,10.557139830258109,11.861301258387225,12.874532813372412
-1.885230925531358,0.6975828964669595,4.137841945356133,8.939776220146108,12.455867076062676
-6.08207794147184,-4.375053651545384,-2.646978629291516,-0.01499990492218839,1.9295124303977957
-7.045986289754038,-5.262904387508716,-3.8232763653832857,-2.380811806636739,-0.1909990812893667
-8.8726122363188,-7.5311990168426615,-6.04452702817788,-3.9369513611021927,-1.3760966942175328
-10.990704115651312,-9.608463193649365,-8.465024513181241,-6.933104415326766,-3.7169923499003605
-21.291852786067942,-16.354854857309757,-14.185701071401187,-9.662013484841683,-7.981573633496273
-22.435756621401605,-20.147078177923124,-18.438989991752237,-17.027052747505472,-14.349882881936754
-29.187505732393973,-25.824377486350254,-22.929462497111082,-19.536588345185034,-17.16613871097738
-29.56955491690987,-27.043108074718898,-25.363362161226565,-22.486989476638996,-18.999330501953565
-25.138874067401726,-22.2097196712378,-21.301027567372994,-20.577200798211777,-18.999330501953565
-22.622784047466578,-21.505619867635836,-20.89071156081622,-19.540377393650218,-17.187152053058696
-22.622784047466578,-20.986446915410855,-19.86640226423492,-17.067300092000963,-11.599945306941178
-22.247796581152706,-18.194602343480966,-15.087792406794387,-13.123874146956403,-9.480175151947456
-20.62690012320665,-19.28173901693217,-18.133372424034814,-15.56373637746458,-12.156793588924646
-26.480717634032022,-22.18522992068298,-19.610079246419996,-18.70112816963932,-16.63378211010037
-28.473725957632055,-27.14482695977285,-25.52681294502055,-21.800073916965594,-16.63378211010037
-29.982944486417985,-27.947728905761895,-27.257883790831556,-26.143743190436318,-23.816598430621443
-29.982944486417985,-27.537421369581217,-26.630131757606883,-25.143439871058312,-23.339769722654168
-30.526785965364493,-29.073335888038198,-27.49519785752743,-26.610028823592327,-24.068531163846483
-31.67049573737109,-30.161880104815253,-29.44216605053684,-27.937765606508492,-27.01171326666202
-36.91463482566772,-34.73542532036309,-33.00027180145705,-29.922010936588375,-27.01894258485994
-36.91463482566772,-35.07968627700624,-33.09913718252862,-31.87149631396612,-30.32262179936615
-35.3986768069771,-33.07627452328871,-31.87793704091718,-30.768700572780883,-27.974439692659615
-35.6517478255212,-31.17807683839267,-26.999218334035824,-25.05482522371265,-22.42366651915317
-27.535288672957424,-25.41606114708614,-23.532411048717417,-21.895716535336952,-19.847548401326616
-26.737854258762997,-23.81376703850598,-22.42860092245556,-21.466364689464413,-19.847548401326616
-26.737854258762997,-24.174055665989773,-23.055805669056078,-22.295476017666374,-18.972134449611403
-27.577192026026385,-25.560884267369218,-24.45770528626832,-23.59419085332434,-22.039759396495757
-27.952421437258877,-27.11606081573231,-26.24825568261305,-25.27873727436071,-23.173638932543778
-27.88719561383705,-26.74153753882038,-25.161024178608862,-23.824631341205667,-22.75621848168081
-25.92618682567835,-24.345044263346068,-22.61592102175485,-20.812576951523102,-18.700151916500282
-26.96959890788,-23.263299521257473,-22.147755229827943,-21.032729271594018,-18.483719149016743
-28.16965365498785,-26.905423276609014,-25.79304284283797,-22.739659922895115,-19.714119300579387
-29.426037432712874,-28.146267938908746,-27.308824478081448,-26.481303984934932,-24.46369562656141
-29.349540298029687,-27.96405687655882,-26.573503356464904,-25.23213355785227,-22.496358742029752
-32.461752919917714,-28.45466331052745,-26.317270963312023,-24.77784583739858,-22.496358742029752
-32.461752919917714,-28.30030112264185,-25.519802452769564,-21.959751713088032,-18.560838413896686
-25.37198328712819,-21.498135172630228,-19.210437409196345,-16.420614331782648,-14.02939421433078
-21.131814791048654,-17.31067337471835,-16.08604500885573,-15.25781197494722,-14.02939421433078
-18.072364036934363,-15.321342603649127,-11.374936424920467,-8.290822748033213,-6.380838419363398
-11.28244614549666,-8.284134670485496,-7.2918251781704475,-6.204851843030804,-3.940837516714625
-11.259768180264548,-9.297551499326595,-7.3839285132411,-6.238436834344148,-3.940837516714625
-11.259768180264548,-9.371421077496823,-6.894771385405161,-4.469296584610849,-0.6893047474769551
-6.638264318842433,-3.7115998624582884,-1.8657197597002981,-1.0937970427070118,1.2477723450084306
-6.641861324288713,-4.106715304536801,-2.5657275570974383,-1.1478504009796355,1.4622472406391493
-13.885887643083262,-8.909536598960793,-7.295619210101385,-4.186848846401133,-2.5966483638340607
-17.281507965195225,-14.267610471438756,-10.869927381651436,-9.028594793134163,-7.496865482538803
-16.66328412711796,-11.12601738508813,-10.07094921120996,-8.805416297465152,-7.082684233084505
-16.07149805081742,-14.545919349472614,-10.615304220195288,-9.360327147332459,-7.710525701044848
-17.223538491214498,-15.492853311633162,-14.324059348854217,-12.854143804900604,-10.750065423781122
-18.64796278083293,-16.148502354093992,-14.184649125981952,-11.73177420379592,-9.493370297683741
-17.241628036736948,-14.657191342970146,-12.422464254646727,-11.147233978161573,-9.493370297683741
-22.153977472849817,-19.201828318348532,-15.741047287816567,-12.741379572164247,-9.852595179052722
-29.26038420387665,-25.555936797125064,-21.8257919282157,-20.083050279611957,-15.590629728418394
-32.13360993712634,-28.38437507950302,-27.492903407274103,-25.48862322955297,-22.125138431811177
-33.08957143033783,-30.46447948755242,-29.075957208587155,-27.707613085272108,-25.29549835174453
-33.050423074058536,-32.09721885877046,-31.63566127678936,-30.061894873763833,-27.700291348094556
-38.806949614131184,-36.59166269715079,-33.99150301680841,-32.210467653449754,-30.534072135913384
-38.806949614131184,-36.57656884734725,-34.72190346412738,-31.704095251253076,-26.65589686460696
-33.79194235448222,-31.399638160297364,-29.063562128289377,-28.077276840899614,-26.65589686460696
-31.883974662667082,-29.155129947872172,-28.213417934761964,-25.591536449723375,-23.668994937836533
-36.38844092323151,-33.849161224356166,-31.143129830155157,-28.148289378331807,-23.668994937836533
-36.38844092323151,-33.9820167285483,-32.74876880758359,-31.761469350507113,-30.3059006439368
-34.59729525417647,-32.732063867209,-31.71889591991809,-30.018193228644787,-27.490029597841612
-39.714470164165995,-36.07427174645363,-34.1451248173947,-30.435640939681658,-27.490029597841612
-39.714470164165995,-36.07427174645363,-33.79255635809854,-30.39826084987534,-28.11179923337913
-31.568690850029974,-29.037548707487176,-24.9544537485397,-22.184654429061887,-18.52235146641098
-26.116757106357724,-24.481063343450472,-23.344738681251062,-21.785355691848924,-18.52235146641098
-30.290488251793988,-27.4416866143986,-25.610634388143694,-24.019757805976866,-21.646436659528412
-34.58830840785484,-31.60027207535265,-29.918118073747767,-27.917812264140892,-24.368051299180742
-36.826053821524845,-34.631398299833194,-33.22289791945609,-31.731009271438896,-29.7443257566796
-36.826053821524845,-35.062094452056975,-33.91863737894574,-33.17084851337706,-31.525723313748895
-42.39977451499091,-38.75656025126137,-36.4433195214117,-33.816288635102545,-32.30125924469339
-42.39977451499091,-38.640157144807375,-37.534830888143304,-36.821463324078444,-34.90577429397186
-42.036877960903524,-39.41355570468009,-37.99040809803909,-37.04403309407511,-34.90577429397186
-42.036877960903524,-40.38952429460578,-39.24187120106051,-38.536867594301164,-36.96279317360156
-42.89821211427103,-41.40894418915168,-39.564088293277536,-38.25693874946493,-36.485937626261325
-42.89821211427103,-41.57229822241085,-40.45908234363635,-38.82206967539808,-36.42403120045017
-41.51936271566626,-39.403186896969316,-37.96628796186024,-36.943138519387574,-34.62685818168123
-38.35921136910026,-36.68069939097236,-35.29442505283481,-33.47875198288046,-31.288822866586425
-36.39561266497275,-32.87078867564804,-28.76528429610621,-26.799300062109726,-24.031722401786944
-30.61390703392321,-29.182660414960413,-28.194888454772368,-26.402038293425708,-24.031722401786944
-34.02199424114982,-30.326648500083216,-29.2994592400348,-28.504301671265935,-26.972057399932275
-39.95169949350755,-37.26540480066852,-34.209689219474086,-30.489843353487245,-27.72438834628734
-39.95169949350755,-37.986523605953224,-35.90444300221228,-32.123534046267835,-29.774747826642173
-39.188237640854815,-32.4386466148632,-30.933615129553843,-30.1658257220356,-27.315373315441306
-32.683991106883724,-31.147514209815988,-29.070959005281775,-26.175988311364762,-23.886610951066448
-28.87078243594572,-27.790719932418668,-26.79227378031114,-25.837273078647613,-23.886610951066448
-32.736537029859335,-30.555268285029772,-28.785506116127337,-27.835951690936902,-26.076932335937062
-32.736537029859335,-29.711569427454688,-25.72528315255736,-23.067557794848323,-19.812467749171347
-28.08638665492469,-25.930853854510865,-24.539613031980725,-23.030595679504728,-19.812467749171347
-28.08638665492469,-26.49350496282243,-25.235386860875703,-24.350261964920097,-23.098391857389057
-27.292470406878614,-25.175818785814187,-24.30353184877544,-21.421484792422504,-19.1299027368339
-25.900522837000796,-24.323110004808985,-22.690048544574537,-20.69715109480428,-19.1299027368339
-25.947407846040196,-24.797528136190543,-23.561429314777484,-22.085595108650608,-17.601425532918718
-25.585213588119153,-22.379354684977997,-17.820772230022296,-15.888643104494447,-14.551538329533312
-17.319802230177018,-15.728100478594035,-14.736059688823929,-13.925117254173047,-11.710361866853274
-15.359647911486922,-14.225801184890376,-13.389629096197858,-12.240189881812569,-9.72035903700841
-15.553999828281562,-13.619174383290034,-12.03784071058853,-9.138111080449196,-7.447796549904817
-13.541112597820975,-12.448777680737091,-10.00965784562056,-8.845758385952923,-7.447796549904817
-16.09628357719909,-13.460572804162712,-12.847741391419465,-12.102875665135405,-10.013366631154101
-17.285581461457234,-15.270962909086466,-13.774023281253122,-12.255749696875382,-9.842050362048413
-17.285581461457234,-13.365398577200533,-9.623418191089375,-6.158184854123983,-4.4732204570302185
-12.917914682226897,-9.633275791994812,-8.479013686505725,-5.962346436446429,-4.243088352071548
-19.78690930795183,-17.048050231282733,-13.642405072148751,-10.426231850841416,-7.007276052215575
-19.78690930795183,-18.114350681382184,-15.54875761383282,-14.194489293871808,-11.761880308941027
-20.708442199778506,-17.917728297977746,-15.644438924717505,-14.360633465520444,-12.856426093789192
-21.546154474151862,-20.174216903023595,-18.96580269438468,-17.363547275269937,-13.93300515487411
-22.096576295342732,-19.898747195801562,-18.977376778220602,-17.890303641257795,-16.454862716157464
-22.096576295342732,-20.09812012560448,-18.75210413548863,-17.11371607277099,-12.613192710782803
-27.42408487426882,-24.61552717166628,-21.599762031723927,-20.305301408579076,-16.773168566049968
-27.72380270295886,-26.356149845729675,-25.160882023813347,-23.486360321886373,-20.800914856747642
-26.67487582617321,-24.57019004155005,-23.452920612794763,-21.655328614718712,-19.84474674451398
-23.395198101567285,-21.661421392973335,-20.759089369238595,-19.9044845875265,-17.470734482617
-21.89191417413348,-20.01348535928299,-18.77669444988712,-18.0365330786968,-15.88916354347835
-29.262226669735597,-25.094451520223938,-21.789345391055228,-18.822684666790078,-15.88916354347835
-29.983202319805123,-28.17663434753849,-27.42723993365934,-25.795778733659045,-23.850878566228314
-29.983202319805123,-28.443678958771258,-27.89102398262161,-27.15135853419607,-23.145499743709635
-29.318466848875968,-26.25644134197945,-21.861228962652465,-17.54982070515213,-13.224374954565675
-18.869946901561846,-17.545530065169963,-16.454361341384665,-14.55507470381846,-13.04971576120761
-18.643093608367753,-17.137459431826638,-16.390666703756025,-14.843188893756142,-13.28948255065429
-19.594099286489858,-16.9933064746924,-15.592434019007076,-14.67164261627072,-13.28948255065429
-19.594099286489858,-17.932563337366165,-16.848774212606425,-15.73239090268729,-14.248956987003385
-19.155550417746458,-16.680056509089475,-14.977021227373573,-12.398081401864406,-9.082794046301617
-15.361774331334296,-13.999824725278167,-12.393830242647685,-10.836729828741257,-9.082794046301617
-15.787177546527868,-13.19777217757683,-11.463707534119234,-10.665594182507249,-9.171284027424035
-17.159197802030334,-13.809075628391337,-11.71873192984908,-10.976891374883113,-9.929027515690224
-18.468187106599512,-15.653255237719588,-13.13671196983037,-11.421456872608253,-9.717805935762954
-16.390778665933375,-13.915563234320274,-12.90323251821664,-10.951524153896832,-9.667810037952218
-19.19949484169915,-17.042105811493624,-14.448952073980422,-12.842084095985715,-11.00020505578249
-20.53674935917468,-18.3127350128242,-16.088103733596263,-13.176530224694387,-11.00020505578249
