whislo,q1,med,q3,whishi
-7.065495260944191,-2.829388762417687,-1.2897031978181501,-0.4311750643697106,1.648919741595527
-7.065495260944191,-5.215236147948172,-3.652826480429721,-2.5956797665434936,1.648919741595527
-6.1250097807895845,-5.2553150733513725,-4.322667995459039,-3.6816480352401686,-2.4795487401132084
-9.65013279473163,-7.586248491438515,-5.932142969143613,-5.135900865619524,-3.710492509669562
-11.80216795669612,-9.568593240413751,-8.087324383633387,-6.95758350105868,-4.390639937141518
-11.80216795669612,-9.423040538708834,-7.31561055915384,-5.605401359640744,-2.734015941993344
-10.812508469013961,-7.974723562421966,-5.642062019394919,-3.182241191268143,-0.7365553230507891
-13.976221074795546,-12.075984000138206,-10.812508469013961,-8.34938165554884,-2.925858420899431
-19.37742889129176,-16.79203521284148,-13.144206835485328,-11.745289943676271,-9.336524312216767
-20.4497337050729,-18.556964502641875,-17.760317901044427,-16.51642584660366,-13.803694407172586
-23.02600261863104,-19.916178084012287,-18.91506706138346,-17.399413822400987,-14.442971564415508
-23.02600261863104,-19.83385608461216,-15.861328264745442,-13.922323683849086,-11.21375074506689
-24.390240830834497,-22.050878081800942,-17.83552421527125,-14.358180043565714,-11.21375074506689
-29.30537104954819,-27.194365981468152,-24.974831032419615,-23.175915466674017,-19.77410218425743
-30.870049675745822,-29.322589399205235,-28.446010733224774,-26.977890318296183,-24.66349807998277
-30.13492659662248,-28.163856442870543,-25.807805006250252,-24.540483190944418,-20.95512638534048
-26.543871090432003,-25.28655706308303,-23.825978957709374,-22.60964973386774,-20.95512638534048
-25.610198741927338,-23.17170875945246,-21.802911482957676,-20.865062188979948,-19.500349648269296
-28.972343122438687,-26.61553252504946,-24.376376320285093,-22.105518542405417,-20.034618613108865
-27.70015439765768,-25.834034487735416,-22.001191780872354,-19.94916921963928,-16.570577192792804
-22.05071275200701,-20.312609394222065,-18.244327525553892,-17.18038836896484,-15.361521738890657
-20.55941206659114,-18.75004317539834,-17.817164236430678,-16.95332794879522,-14.720806421577704
-21.989041940547708,-19.832723996646347,-19.19877565909149,-17.948434327941875,-15.886571090396734
-21.989041940547708,-20.34030214098473,-19.2485242558866,-18.010078211483236,-15.080995208635919
-20.880667535087213,-19.4694580353458,-18.295882399130207,-16.123055422230728,-13.744254650852755
-20.880667535087213,-17.508653093396532,-15.619786872859311,-14.10673380419706,-12.967664606765293
-26.270789784136404,-22.851724783653836,-21.006886904199302,-16.682928724465476,-12.967664606765293
-29.690047166005435,-26.480309847789812,-25.269504609742228,-23.725287828483754,-21.05416123080883
-34.95770411671767,-30.16357366075713,-28.297054540148615,-25.695420451598945,-23.211269196966033
-40.480411886300054,-37.55873741099119,-35.2396510528155,-32.26408220685893,-27.74940019099578
-40.480411886300054,-38.2482854760397,-37.14659021071657,-35.29940672477582,-33.947061591909836
-38.19735411706441,-36.69266043367525,-35.79921281014331,-35.059462923839874,-33.947061591909836
-38.49413632432319,-36.04994697039232,-34.411057458560855,-32.522305281667826,-30.840200083804916
-46.11802189788034,-42.66833067687891,-36.65948228750769,-33.199822526082905,-31.2198469254691
-49.09799392452791,-46.74269025498404,-45.44770652592501,-43.146890982959476,-38.9363536524286
