whislo,q1,med,q3,whishi
-16.329893202988973,-10.067824261857746,-4.840458563108328,0.4944511944142453,7.841034320441894
-47.4451106654563,-37.44556235815169,-21.366995441790472,-17.801701881319563,-8.479013963075385
-53.090388786843285,-47.341661386675156,-43.650068107953324,-40.23666715940199,-33.227133236774556
-57.34903106023458,-49.866505382540666,-42.41811088139167,-39.99672185524329,-32.531589049149275
-59.17948739779411,-53.22134780836811,-47.08776171439578,-42.0151283357019,-30.488699103914353
-71.32270181241859,-61.96940475165874,-58.43783636292365,-52.09392733809578,-44.79890389517285
-59.473328541431016,-53.85098064436517,-50.03486903835798,-46.256227155370354,-39.23205677104265
-50.017642800425634,-41.199286173915525,-34.42653920818337,-27.588389567040238,-20.08765348993757
-58.89035615789714,-52.1734005702293,-48.135044064730494,-44.33199207850539,-32.26282966770369
-61.61376164766683,-47.392463002347164,-41.669857446154666,-21.274827117044648,-10.495779989283472
-20.762482022723074,-11.35452416718927,-3.5736096401192246,-0.6257796707942069,7.981874971030484
-20.683939166159018,-12.469316601448117,-7.62310677954442,-5.617632146229334,-1.449088596903229
-20.832960944615216,-13.36655125618049,-9.224561622099381,-5.7669449964660515,0.7434556872208022
-42.68244010754148,-37.9633812217123,-35.44057296082524,-28.815634918163475,-14.772946241897856
-57.595624017887616,-44.49352537811801,-34.18072284072009,-30.315330500790218,-23.964104125727324
-62.193114805288275,-53.94476098511195,-51.40534181629491,-41.18426780760207,-26.150686736009753
-55.006344481934335,-49.99881771482214,-46.41326117591529,-35.44563094416822,-19.889609495381336
-51.67064710652583,-44.13403396672843,-37.80111294000494,-30.452514810622496,-11.702940476216305
-37.86999136883124,-28.622226268903205,-21.4839315931724,-18.460354049314454,-13.87595046314203
-45.127227748975336,-31.92993435917552,-28.961924797220636,-25.276560862123006,-19.381109393016512
-51.28143366224837,-43.777743271589856,-39.496742320033036,-35.97208300016256,-24.756821483339614
-77.74492949390992,-69.95177337015619,-64.49672481338371,-50.582460106689524,-40.985906907335114
-70.69655628788165,-61.38554972696458,-55.75169661685595,-51.25253888387512,-41.268848683871866
-52.510164094257604,-43.69362128110467,-41.81582016147659,-38.33309846436923,-32.79762521610049
-54.21439111794148,-49.95288239711991,-47.17613399303575,-42.65272396629506,-36.84632456777392
-56.42267405527466,-48.34921727329555,-45.38693495634093,-41.86991448960977,-33.33691121992366
-117.45800236392009,-101.62918657782771,-88.08087479451916,-73.8609791712153,-49.86534388439726
-113.9579390133674,-109.29717659238311,-106.6996674852441,-103.13591330107275,-97.22997032930556
-105.79661252718826,-100.7239587711872,-94.73985842458264,-89.9150679622044,-78.40056148738779
-91.68488735039882,-79.81169075372847,-69.40745274255723,-66.5024852251819,-60.412337241009084
-98.61005439871857,-93.53561421366308,-90.04620640773817,-82.5294552378165,-68.96529133753307
-112.91797505102407,-93.85577464386871,-90.99312455907116,-88.1707562825672,-82.08406129681563
-111.92108713764715,-98.96268061680367,-93.51712032277194,-90.06729470755948,-80.59749494673562
-117.25448486060944,-108.76299299443912,-99.66176822780247,-94.92483157138597,-89.92058834831717
-92.22097380178303,-83.12092419269591,-73.53101765147252,-69.63797415768467,-63.15459458100935
-79.0595390369715,-69.21531863490003,-66.76350745985603,-63.973398942671515,-56.808888440181065
-90.65457366788235,-85.61701003620541,-80.86751679861642,-76.77630318700129,-71.56441444492108
-105.60408584041565,-96.26403465931791,-87.45999204335655,-84.46764152964681,-76.41129237821308
-114.64460138422304,-103.44885094035871,-99.72296258808962,-94.09135615724053,-87.9908017620646
-156.52008678194895,-147.82229005611657,-141.81652034387037,-124.31358962896374,-109.98230651911238
-167.83353822772824,-160.9025503201364,-156.9285572065965,-152.39667940231945,-138.37531689587848
-200.35598586099462,-193.03784908438786,-180.44492821497118,-177.26116861753434,-165.4894013480236
-190.2840160799812,-177.69314927261433,-171.08672813338393,-165.96321542420645,-160.02076131276914
-202.18403693738236,-196.6750306629548,-194.2154068517888,-189.9881891150737,-161.82460120215765
-204.64215637965788,-195.47873230251298,-189.1119580758844,-182.33012756842157,-175.1813753885091
-189.73224430521412,-180.47094445874578,-173.05328319177957,-166.8147678409081,-161.68139138704515
-164.26730591670471,-152.01798352479736,-146.89527604662845,-140.70706597797653,-129.49118684307766
