whislo,q1,med,q3,whishi
-37.821323088917474,-27.527869795097825,-20.42127907587154,-11.977669436037113,0.7684381791370479
-54.40445463149838,-43.90472651935085,-40.90346774251518,-36.800039128990825,-32.613057967485965
-63.021328171433225,-48.53278624316172,-41.59053763217454,-38.06522500557611,-28.49547073335472
-69.37286965303615,-59.423086008430175,-55.992283329468854,-52.643791204595246,-46.02151966857075
-64.48085806375586,-56.346455880697555,-50.54679485171212,-41.61537760004267,-32.09608327303017
-54.767659364615675,-47.48205196906895,-39.106318358476315,-34.981649139666715,-29.945878351748238
-66.99262176143178,-61.713813161708686,-58.55957156719996,-53.81476348324109,-45.13899722864101
-66.57796729907481,-60.08491685996804,-57.62473563030139,-54.89495348889312,-47.29499474066911
-68.53677195032937,-60.43330560488339,-57.14593304032045,-54.04554738402993,-48.534609264997066
-89.74707311041136,-79.73412964286678,-68.03523151752741,-61.56550366582284,-51.14038890252597
-104.07918275239034,-90.04813944756253,-84.38513998782778,-78.8732137821106,-71.18650402185186
-138.922242391107,-126.05285979441666,-103.86872527307204,-98.62417725658585,-90.09853115274393
-180.66075717806788,-167.38177425390586,-148.07471496688225,-144.2570178844551,-137.29229761798348
-196.06960026395728,-189.59853200709716,-185.92195256369712,-172.18705480173486,-157.32765225617732
-174.6310404578603,-170.64379560904445,-168.13246666665373,-164.23637729103194,-153.7195579891733
-158.43783793211767,-151.3482985211897,-146.6309425933727,-139.3431758618674,-133.24709905306156
-153.15053066163895,-146.7507661457703,-141.79010313361553,-137.7969145331998,-128.78677488584864
-164.49433107529632,-153.38506422320012,-147.1991162867244,-141.36503182729206,-133.12038089218598
-151.80378537377183,-145.24516501589073,-141.172893815191,-136.28206357175023,-125.67226281761671
-151.36698010742177,-140.61250957399807,-135.54243994913412,-131.55446274661634,-123.82207044230258
-142.83215433822332,-132.4956601290248,-129.21673052389386,-125.7112950654178,-116.35440588982108
-164.89463338458492,-152.43822342250232,-149.7073210617678,-147.18661379577162,-136.23954718230635
-183.8111011148758,-177.2502274784443,-173.82578188254428,-170.89840059341037,-160.6356152170815
-179.05296936905808,-170.00383558031155,-165.69065740926237,-162.14768562875508,-156.6516908660714
-206.21353564095057,-200.12161252522546,-189.6571343485956,-179.82307983606165,-157.6821926014891
-239.4498924024053,-228.117262365712,-221.6839612927961,-212.31377269996895,-198.93399767111237
-226.88601314522398,-221.9437183911839,-219.14983409591702,-215.37751337174254,-209.5255357934869
-219.9079274889187,-211.8937892716838,-207.949918995021,-195.75093206329734,-177.72311107980985
-182.02926379156946,-170.65192552268536,-166.7740245180554,-163.50312020969682,-146.39492123009012
-161.49312395658924,-155.8563794897882,-153.24943573028096,-150.95722606347232,-142.70472752771863
-157.38364831121393,-150.17874124407305,-147.4717278829495,-144.52090902534135,-129.35303017468323
-186.78260379770595,-174.51525890819957,-162.35923686662255,-142.77689964323628,-128.38638009346596
-195.1804785447786,-190.53548556097337,-187.8739762914762,-185.07373769813267,-180.0752944630217
-198.04871083016337,-191.1730356548284,-187.23600122146763,-182.73294451348852,-174.72785623681244
-179.44144499308996,-167.79170880247221,-165.36800741757557,-162.9245742539719,-158.08054878042915
-172.95927728724254,-164.55810932439616,-161.85836273670972,-158.75750177276785,-150.49659934385926
-169.30260916324303,-163.6579936434316,-161.26914783840522,-158.69712810828412,-148.5769856865405
-170.0584936758536,-164.58853069512483,-162.3423478355807,-158.88602325663115,-152.12911906720478
-175.26088733869176,-159.47461103957895,-154.2796576483245,-150.1881055075616,-140.54578388356958
-184.72811139777727,-180.3201557932788,-177.83378437110292,-174.44561711633045,-169.3021403627802
-173.69981800701038,-167.4861099191614,-164.32493309770308,-161.72808856549455,-157.9173257368218
-176.36776749702835,-169.3287181440271,-164.350813597126,-161.34324049078486,-155.00182561521478
-166.44520272091628,-162.15706773532298,-159.66742244826088,-157.28806972060656,-150.66829434932274
-189.9018132273261,-173.65832867022328,-169.1308369118438,-164.29607133492053,-157.9801433206278
-198.2789239972837,-192.75975552824806,-190.7350426561785,-188.6662769316154,-175.17717726143863
-199.10797526859275,-189.5315762849043,-181.47045179088093,-179.44215903731083,-172.77189042452923
-179.5221235840685,-168.7109811326105,-165.76459139712458,-162.84155812030417,-154.79129099406808
-174.30077706648981,-161.9074209727545,-159.21947955448593,-152.66089148917064,-147.28195492092394
-177.10818949994635,-162.3569466439164,-158.97038635863026,-156.0293465428361,-150.413436957474
-168.78513438738847,-164.80715032145383,-162.6426989388459,-157.4087044420364,-148.33985089111246
-175.20107241574422,-167.04886720801542,-161.17037215270295,-156.2892590162822,-151.53296236723526
-211.98983171784897,-200.04382933967977,-184.48230480701181,-172.42044325240806,-165.80241061317972
-232.8674646143049,-227.44754746670117,-224.86346508413425,-213.52683113769476,-198.55342623356754
-235.75066785263056,-224.89142459575328,-214.695405131849,-212.0547192251795,-200.30054503816484
-208.06754951586657,-200.11451439801243,-195.4716205912453,-189.53279300246035,-180.58890387791112
-190.4720695772783,-183.82613166308283,-178.06788679455227,-170.76976197526716,-164.5338153288746
-182.33813380285375,-173.7300726353764,-166.91389140652302,-154.17460299991896,-142.66119452776087
-158.09625347547188,-150.23971189722684,-147.08992746997922,-144.83420940254916,-134.43581536014463
-138.7485303596446,-132.95567584410287,-129.16868299466557,-123.31255429984934,-107.32834809601754
-122.42158781193679,-115.416679954674,-111.71962217622502,-103.84602929217318,-97.25002684163593
-124.63621616053393,-116.27162296882483,-109.24282033816847,-106.2484653961255,-99.06074518610279
-130.13459633728874,-117.73226252709517,-114.21828277189641,-112.25076088775745,-106.83345481702302
-116.80837189720486,-105.41616908034402,-99.74496290794065,-97.47868697386616,-90.35305985856014
-118.54967097223286,-104.28827180795014,-100.05288416268425,-95.7138017938269,-88.32389115981408
-117.88138939890771,-107.59714389091877,-101.19290896215014,-95.43382287333891,-87.18820806822396
-99.11907539491423,-94.86862088773168,-92.8751703949355,-90.43031772952216,-83.23789542658136
-86.28603900283551,-77.71115692606148,-63.518849187399056,-58.562533873036145,-50.2189133128313
