whislo,q1,med,q3,whishi
-5.762317229257427,-0.595337231167055,1.3295468264952754,2.9974988618136056,4.697063778825044
-5.762317229257427,-4.241566510793364,-2.6945075598242028,-1.007628710028536,0.7013787268111948
-5.902365245735517,-4.286867531609482,-3.2277511138876296,-2.265243591152211,-0.7726969121841225
-8.088967213514351,-6.100262688929383,-4.36951839742402,-2.600245696487895,-0.8624257518346998
-11.642417923725311,-8.576866997245867,-7.386916721519208,-6.216797990574401,-4.883939614848296
-10.561994488887633,-8.180734976498082,-7.100385567941258,-6.17109137899929,-3.6214617557168305
-8.709061230469374,-7.012748273688318,-6.045455345891197,-5.122887528260688,-3.6214617557168305
-8.709061230469374,-5.548942048272781,-3.664630232542682,-1.453951470299716,-0.05241795684552475
-5.797855502290527,-3.1908145482615926,-1.932012650398995,-1.0318771862542748,-0.05241795684552475
-6.465360002788817,-4.3111343791112855,-2.949072507804581,-1.895936180290125,-0.7992795231292071
-6.465360002788817,-5.081358098230313,-4.413481677309999,-3.509283995832976,-2.1325778201456447
-6.750902872963147,-5.24520550036326,-4.422304517363759,-3.4929966460144066,-2.1325778201456447
-9.939167519876833,-7.565249066197971,-5.91329553579404,-4.269116750138398,-2.3096707450964926
-12.434168423290476,-9.766622843133012,-8.47796280403653,-7.311207330429564,-5.6104917898690045
-12.434168423290476,-9.207080573516688,-6.6439147302205415,-5.801580986547367,-3.8049995833944394
-8.94421989142668,-7.2326949705495815,-6.3767647580154065,-5.639789639478563,-3.8049995833944394
-12.775630413254106,-10.47668084120556,-7.589549190543278,-6.58549906321289,-5.619179057775704
-15.388565190547485,-13.779308724347148,-12.05349596421711,-11.11864498089489,-8.398461381951817
-17.416157550418205,-15.543369686169575,-14.269866781949915,-13.253201952321167,-11.03862784381121
-24.135416087262136,-20.735045447777697,-17.874300746104353,-14.166689916527494,-12.455805644380215
-24.135416087262136,-21.88259552752531,-20.651716136609313,-18.83097958274982,-16.56394208843557
-23.05572767156976,-21.763328471346693,-21.219630721529118,-20.45377095926692,-18.95867696466044
-23.341177393217947,-21.255662792874276,-20.22830297600842,-19.587773714916455,-17.712873467014813
-21.195676288088535,-19.274896276399616,-15.725964404986257,-13.950067384956624,-11.798705159667715
-17.987176425636587,-15.841865777979965,-14.676690519180326,-13.757889084278418,-11.798705159667715
-17.987176425636587,-15.839247489882776,-15.060786822517711,-13.361938238034504,-11.527233837659498
-16.60180654989994,-14.025234090554854,-12.709626844407426,-11.586031811371464,-9.768469192575736
-19.140430692343482,-16.28066724352994,-14.551979870200018,-12.849557861574445,-9.829531011553684
-19.140430692343482,-17.420740963821487,-16.462585576610923,-15.497205645482898,-13.170578457045337
-18.9726805380741,-16.629361685600124,-15.771253798075245,-14.686793782266156,-10.380320067026531
-17.720922184524426,-15.439402844577447,-13.609695562543843,-11.700716776495703,-9.268387113558811
-20.804974602586633,-18.164702258055105,-15.466275551071345,-13.21350743736171,-9.268387113558811
-23.728803949500367,-20.67169859316207,-19.824652306812542,-18.933922219872514,-15.9651682867066
-24.777098341980963,-22.56514765029179,-21.81185191269747,-20.735450503055286,-19.499201557750418
-28.564468912600358,-24.578066317120616,-23.391763535140505,-22.27302216137229,-20.65239255920153
-32.18777665649796,-30.586909862749874,-28.564468912600358,-25.43891467168671,-23.583683053365895
-35.323453258550735,-33.827142362227875,-31.388380529889993,-30.519992640748878,-28.512967969219517
-39.48131732155302,-37.41778743263393,-35.3636097963841,-34.304327109886735,-31.46477814064237
-46.501801038029186,-42.95098904613951,-40.298990350202445,-37.66454890484294,-34.309070950933275
-47.740788390534114,-45.0521633845364,-43.627170382758166,-42.869187589304964,-41.45270939291017
-49.647429581668,-47.91216777537663,-46.50710379448582,-43.39995584617076,-41.45270939291017
-51.61630998675632,-48.385411000368194,-46.88688857287964,-45.612102631958486,-42.211333687779664
-51.61630998675632,-50.2178568313656,-49.5003873575835,-47.89853833483126,-45.503100114265784
-51.82578147169978,-50.06257545015625,-49.06095697402634,-48.014799561308045,-46.04309184041002
-60.919805082247315,-56.645365775397956,-51.73698493867043,-49.059277598481636,-46.04309184041002
-63.665841650325824,-61.326259811954294,-59.86810095072008,-56.94773990748479,-54.16337960799445
-62.93104441298368,-60.16176825657988,-57.67973717989441,-56.86277115002682,-54.24786924878807
-59.11884309982421,-57.35398910567544,-56.65161388619166,-55.473909741610406,-53.876353865910005
-58.794150109351385,-56.7342549393073,-55.215498026455634,-54.34134749635184,-52.52949721816343
-60.408531690757655,-58.19723246211148,-56.17075383155939,-54.96979198494049,-52.52949721816343
-70.39103657509077,-67.02720451534724,-60.923194423876915,-58.73131246663399,-55.28150448225122
-72.15322966530033,-70.45256846033757,-69.46604047414377,-67.50915293244233,-62.453583734286944
-75.96635383985056,-73.78517875017882,-71.2682676272343,-70.15421336654595,-68.77802328450068
-75.96635383985056,-71.97821166402329,-68.47319665841779,-66.09958257377583,-63.289684524153536
-68.48401397396245,-66.60260345093698,-65.69365081817054,-64.94915861925071,-63.289684524153536
-70.7732518797994,-67.70850089173246,-65.37781588836425,-63.93749803063106,-60.15936750563283
-72.42817117590309,-70.54399798176641,-69.55144442255995,-67.4074920405014,-60.15936750563283
-73.64522225930345,-71.75327415543443,-70.84823272357696,-70.14219638582499,-68.9695944459597
-73.64522225930345,-70.86099559316793,-68.23524451203653,-66.05143889780915,-63.92979772962093
-74.45669880499167,-72.72198216384952,-71.16241143762102,-67.19682350447938,-63.92979772962093
-84.3756792406971,-81.0885614436462,-75.12296057422033,-72.85270907070593,-71.86236296111828
-89.98097990436982,-85.63713309230677,-83.53467724039956,-81.42966318933472,-75.50071681087626
-89.98097990436982,-84.29790164187803,-82.17459880768156,-79.28191882978764,-77.86646977709866
-82.357814189715,-80.73446024390427,-79.31604812392074,-78.41034956944446,-76.22383675496842
-87.3407114211772,-84.28422190419408,-82.10998773177607,-80.3301619193046,-76.87234202565507
-87.3407114211772,-84.83827427299158,-84.13003107115134,-83.27785068733232,-81.02509327149363
-88.37711243692547,-85.2519600315459,-84.16124295172202,-82.89283352737274,-81.02509327149363
-91.38168218687689,-88.89737348390133,-86.94235496193407,-85.38383670873536,-82.36358782949056
-91.38168218687689,-89.0151397162295,-87.19870534909451,-85.70100778848435,-82.12049606008135
-89.2681400737641,-87.32481156163324,-86.35882897409087,-83.80606869831375,-80.54981504276317
-89.2681400737641,-87.4984305770021,-86.76774914107033,-84.97962080799844,-83.12194027320596
-87.86078879157105,-85.56984895447947,-82.48818524601043,-80.5443251039266,-77.39885710092602
-83.04354300733851,-81.28075492358623,-78.08542636545671,-76.4001863733055,-74.31035331371918
-81.5636937499822,-79.26206303011519,-77.33749668843004,-75.79968932684693,-74.18741412109199
-85.48223701578308,-82.4601711260003,-80.31924963285687,-79.20281946599479,-77.00286470934127
-85.48223701578308,-84.20510672709165,-83.46598427876252,-82.28037739542212,-79.96329879146475
-85.63629986950244,-84.10615081480138,-83.14766671913966,-82.47029246085856,-80.97762286710517
-84.29951412957034,-82.53419418185413,-81.58114930873919,-78.96593184400882,-75.12818512197461
-82.38219050624014,-79.9927098285201,-78.71811992418048,-76.9555689801768,-75.12818512197461
