whislo,q1,med,q3,whishi
-7.024011856742633,-4.230442443666345,-2.3014343828343957,-0.6381368468203829,2.3222513646379985
-11.288436281634548,-8.322100263184781,-6.6728189683961325,-4.820186082592426,-1.4883029011269737
-11.676735835443216,-10.358038857977869,-8.996724216317453,-7.604624455233962,-5.200175704524816
-10.6500757219607,-8.979694872028245,-7.130891593420743,-5.465857363481316,-3.1271143727713993
-11.274095252627998,-8.284513715262975,-6.5268240817999565,-4.7244588707744875,-3.1271143727713993
-8.740955239977106,-6.16426052642643,-2.8735252393251765,-1.7627238453774385,0.48751461723091927
-11.79189444085285,-8.285646733106892,-4.343886976507285,-2.2309373173122755,0.48751461723091927
-11.79189444085285,-9.227995382601183,-5.909407412950185,-3.210145776073415,-1.4368363718965453
-10.051820636952675,-7.628193511473196,-6.280071648332254,-3.1764526913688833,-1.4368363718965453
-10.051820636952675,-9.045989883584184,-8.165126098943752,-7.092027740633027,-5.267762886028193
-10.389421322719468,-8.62069338126637,-7.253324899127118,-5.978036803241641,-2.775436343460397
-11.018029964246935,-8.6459045665973,-7.200024791481626,-6.307545520096463,-4.585926086194711
-13.692454301722096,-12.114153212082421,-10.298925951821866,-8.202166341354081,-4.372408758720541
-15.495604246505561,-14.324836656704615,-12.942773720853205,-11.376849996388144,-9.380289864523043
-18.32308067406435,-15.461020334005287,-14.33452056123279,-13.455965421556936,-11.229023602660376
-18.32308067406435,-15.819600332062432,-14.606412642584278,-13.590244840183201,-11.603851007677346
-16.33325697831471,-14.180785808714147,-13.126154842039153,-10.814490133437836,-9.147314752902153
-15.622886945612782,-12.418378709349989,-10.979252168722443,-9.91364032535988,-7.60758644046636
-15.543095420921007,-13.33390975404199,-11.725936600823278,-10.842135709871691,-7.60758644046636
-14.334398213558474,-12.423835504807371,-11.580426108816367,-10.555120910247457,-8.469401445514594
-13.922124965464386,-11.951245219276274,-10.265438264198439,-9.331876933914737,-8.142684297430566
-11.90672357196652,-9.51642217779914,-8.01358464906351,-6.0946016670565,-2.3413894274353977
-8.206528112327007,-6.759642302800672,-5.301781552139409,-3.1954084280346615,-0.6714174569051894
-8.62494751049012,-7.323094534200241,-6.797165609010419,-5.773320685130881,-3.203811703998709
-8.285310080376371,-7.47854430680052,-6.974557596900036,-5.834948856264357,-3.7609815472472627
-10.175302572089592,-7.876652983155157,-6.3018042047409635,-4.887986046349945,-3.004811802162392
-12.807882231958562,-11.056374525247094,-9.88942777279696,-8.03784194209258,-5.658840432618373
-17.413731104938016,-13.707666961282856,-11.426891501942752,-10.84220084023594,-8.984732249751548
-17.413731104938016,-15.257315830777399,-13.434000259949205,-11.739654651360004,-9.209742243786561
-16.647624773353478,-13.717776060710339,-11.519880829413022,-10.181461735578374,-8.205502849056913
-23.148818184170757,-17.445729308863875,-13.658419238940692,-10.996420869462982,-8.205502849056913
-24.352373886963278,-22.677036235814327,-20.751429267300097,-17.64911695603851,-13.453873740601814
-23.39153083278746,-21.110842453377728,-16.698613172267482,-14.32272561818048,-12.959859918177326
-17.286564145041652,-15.61466982775302,-14.49880863537656,-13.56898079204317,-12.248542163588262
-19.16690156103992,-16.976659018528554,-15.756687221635717,-14.33848055325562,-12.248542163588262
-19.16690156103992,-17.417404201409077,-16.571136180119712,-15.256855850291489,-12.886716632285479
-17.327125215935098,-14.962277384938318,-13.05874632957405,-11.20975583880032,-9.225403619916392
-13.249610723310612,-10.729019990525863,-9.638080425826947,-8.82910140044203,-7.1997769534450144
-12.176057051560582,-11.0916315520635,-10.364877003044352,-9.27819176450228,-7.734215419228135
-15.853782401500803,-13.044477532041423,-11.522792257620711,-10.707589735851844,-8.6516592100773
-20.4371780295727,-17.67773836505153,-14.394146559600163,-13.183899220794343,-11.988035424652702
-20.4371780295727,-17.67773836505153,-15.780471190530498,-14.12929967263032,-11.838524807462111
-25.87543304443605,-23.847393805935177,-20.199329820511537,-15.958590986137022,-11.838524807462111
-27.07543176178005,-25.8854944075579,-24.720802552246045,-24.087144546058017,-21.32269113346267
-26.850546626652193,-24.961864391630883,-22.47696285404222,-20.556579720836968,-18.92851633719507
-27.80484425777009,-25.014896650476047,-23.892122465407457,-20.620168454012685,-18.92851633719507
-27.80484425777009,-25.034403577754876,-24.33506003849876,-23.460363586301316,-21.381327041551895
-31.292602701436763,-28.12318684821136,-24.41204133498735,-23.05712098133316,-21.381327041551895
-34.682070149234754,-32.06122510621436,-29.760973127772395,-28.175241177636206,-23.86529582152066
-35.526849009780044,-34.63166481583244,-33.72510326108612,-32.36071370132352,-30.15717908605558
-38.38874215951901,-37.35868544400055,-35.75865626870226,-34.44351218020734,-31.600575190878228
-39.12282698701776,-37.70015805263166,-36.857186592766155,-35.13071098651523,-33.2348181050901
-39.97268658611031,-37.45615632717959,-35.902017683160906,-34.758988108261946,-33.08729989326976
-40.423084601532764,-37.73200012577115,-34.70389610760531,-32.955714805843655,-30.554773355296263
-37.54557305180471,-33.311368832787174,-31.94281990780003,-30.333017834359627,-27.641320178490936
-34.36900827544456,-31.780811776368246,-29.841392973221602,-28.74222343709038,-26.80759387282949
-40.82612416162523,-38.77577721377479,-33.58539515994479,-31.320995480773828,-27.750128798791714
-40.82612416162523,-39.16969795567229,-37.3847778929225,-32.857082997873704,-30.060319616689014
-36.190722334457924,-34.02275115365063,-32.95487143972807,-31.926177234625662,-30.060319616689014
-36.25120437183783,-34.29023327794536,-33.32253337799834,-32.45082929430643,-30.046678134615412
-35.41685386498011,-32.19269655268168,-28.091342269027987,-26.27579094772661,-23.925497342282668
-28.55070068627169,-25.63933728558272,-24.25078402603217,-22.592794136443953,-20.60855943456995
-26.183281872710783,-22.65415297419866,-21.339880159013465,-20.230484279986477,-18.637966815614753
