whislo,q1,med,q3,whishi
-43.04142302104423,-26.051683317826804,-12.533411142882171,-7.069044792362451,6.988966808858489
-47.35029327455975,-37.6170649631608,-34.68357583625388,-31.29180483132604,-24.316620241371595
-47.00160484559949,-34.68769550010495,-29.88842761434769,-26.571479605301803,-21.20784950319105
-48.49421953600324,-41.659108141952316,-39.259376301875534,-36.78749015975684,-30.31944844699343
-43.79931260237595,-36.28074503782865,-30.748144896068126,-24.914306956168907,-19.784337158934147
-27.620406860815503,-22.235403280146237,-19.895142135324992,-16.16693207437532,-9.559457221689039
-31.363951112846557,-19.672276570207877,-15.260510554259003,-5.2061804927956565,2.1378314695921254
-44.7886384151963,-39.67871542022805,-37.34710862168163,-34.44356160344353,-29.055817603045153
-48.36543317306578,-40.862278767521204,-28.098243793157323,-25.253728567040046,-17.678245398161046
-27.161669149160222,-21.80636672723111,-14.586990396531224,-8.989922694300994,-2.573458941698386
-24.235193834202025,-18.248672319595524,-14.483032875431107,-11.298598489357751,-4.451132795582237
-36.56870030172992,-28.722470031584116,-18.630909003606355,-8.429307535464284,-1.0534923171986426
-37.53751518832288,-33.05922256170252,-30.410527864888326,-20.939813717896754,-13.09468792318146
-49.966388629233464,-37.960570411854064,-32.32972342585363,-26.07406503048038,-14.128519550539178
-42.79466383567159,-27.37563577440325,-22.365585791625094,-19.953202652310313,-14.604860946166479
-33.66121567944135,-28.088289897962266,-24.60912726217665,-16.674808137110855,-10.30863114094351
-30.542490462109605,-25.08527859276267,-23.0404818113464,-18.872711908770775,-10.894645438957523
-34.61143219490916,-23.53695831025368,-16.889283569886253,-8.420907748573356,-0.03922772728279078
0.1796757472752788,10.694681166165854,13.075900519008435,15.733526482035785,26.52474000650903
-7.301378538663592,3.348797777659746,20.469109626103467,29.03944170193086,41.21977736411685
-20.609198688256782,-14.591803915659392,-12.507491039934294,-10.58816220352771,-1.9761521964420612
-33.52132453950746,-27.686763990917804,-24.42684052903914,-20.498172245356116,-10.578119019350181
-58.709468117257366,-45.020241620632326,-35.056884196143095,-30.124091952138798,-13.517449003642731
-60.13474220531322,-53.33534148817975,-46.715248857193004,-43.0424120616769,-35.915816118993014
-57.414150297976164,-49.097843239879246,-43.144984539907284,-40.1392407726651,-32.68865570345324
-61.977976958674375,-53.20579491172872,-49.42431869785625,-44.974223042020704,-35.28605181171291
-74.17177110952295,-62.72729528129351,-56.990305914100965,-53.334133229149955,-46.12277194070711
-74.9207606664416,-67.39433409986782,-64.44934363731122,-59.92308830109393,-50.33098609704988
-71.74947387452512,-66.61459115892654,-64.53530036337123,-61.889841791291346,-55.57749266950816
-82.00735704757005,-72.25405139509202,-69.34212647327773,-65.08611266534257,-58.759722932570355
-124.8013734983408,-109.7842588821977,-99.58542373148859,-94.2825272563049,-67.20520325631357
-134.58551429611927,-125.47893593453075,-121.41875533574171,-116.55683407581411,-109.71544316763809
-143.59796086827095,-135.35184563178825,-128.07302796674145,-121.57943502998887,-115.08465220163151
-152.7267256218052,-135.29115880535886,-133.23121927898637,-130.36832002647134,-120.95268478547206
-156.66376708952774,-130.25326774582726,-121.41242177054482,-110.4129932147235,-103.15960286250207
-113.88877590362883,-96.31726804037666,-93.32738094093865,-90.52013010056803,-85.21222953332682
-129.95595284586727,-121.97879260055535,-118.93167710694638,-94.0742406292093,-88.01141078755202
-136.3534389272714,-127.99778272593052,-125.0657860308983,-122.9824499775406,-118.26485588680634
-167.344823452594,-157.7014042540789,-153.77147526323216,-147.5370517572697,-129.72198195340462
-149.31660084631338,-143.40126691888113,-139.43781304646322,-136.20283460788158,-124.8309943201472
-146.2039398901444,-139.662295511403,-127.04976745780922,-121.7823543099361,-111.75929733068847
-149.13757273958637,-135.26888554090738,-126.37325718206895,-122.84594628404665,-117.18555070892369
-156.49568765581262,-146.60107186862456,-143.62937765357714,-141.2809614880739,-133.01324015905863
-162.107507067578,-145.303423282288,-140.71400710714906,-133.09094161405775,-124.96449687099798
-166.18161170313468,-156.11137971815197,-144.61517164654452,-138.01984703503953,-128.04947999803042
-165.94316276403478,-158.54573065220546,-154.91037736154422,-150.5145410458772,-145.72858968092126
-179.3547859634961,-168.32165076117457,-165.60732538707276,-162.6682121881534,-150.7839404397131
-192.9603782066066,-188.00355602138643,-182.98001759939604,-176.63925745551077,-168.14628770075927
-188.3658345019133,-181.86451874101004,-173.10759744620935,-158.40368955308466,-147.72555194339003
-177.91180047841894,-166.57668382577452,-162.44782659613912,-159.689393282694,-150.63686432712313
