whislo,q1,med,q3,whishi
-0.19466204576759816,13.362484655961119,16.236855178092597,19.596571664803054,31.671448328104038
2.154855929221406,9.692341763072324,22.1532432885677,28.683802974674368,40.62711278593939
0.8998218038243004,7.372443890096728,11.499573109201977,14.879071589826733,21.60810274313931
-2.703344726492571,14.904251326085038,24.4481647502433,30.773630247789566,38.4777633588417
-2.209336542092429,1.6491284756354312,4.644423006306807,8.489405405238525,19.233235380638654
-17.11949478459604,-6.859263076590958,-0.9568587073105336,3.940174833551885,9.021734557662628
-41.97994233048308,-37.1188753438373,-27.39831377392327,-19.901554044901584,-13.789063278886395
-47.6439336565735,-37.86553241688453,-34.88719924915512,-32.71538027884682,-23.622195002337808
-46.9042392383167,-40.0670592203192,-26.745869679728408,-19.60794073377124,-13.030536931030916
-47.56510312413329,-37.88467028271751,-33.76257881224058,-29.117629584853965,-17.434689842963934
-68.6445904778645,-57.95201613050074,-42.66770787985307,-32.59611163070206,-23.72568489579203
-84.33035997902837,-80.54791760595528,-78.67467349859771,-73.26057839677905,-62.87540563072377
-110.43234765213593,-101.09827855105611,-95.6052283256377,-90.75558908596614,-74.21765146982676
-138.6394458535078,-116.44915082942605,-108.33394795865941,-99.15371608232752,-93.15661478810867
-174.06184968673045,-167.83424492118036,-160.24240273804116,-148.35540838005355,-132.50106357082086
-173.06238342643596,-166.5773552071483,-163.5058320997958,-155.88299221895295,-143.9856634649195
-183.13445689749918,-174.5013080692196,-165.4236736699787,-159.83023770071657,-145.019437200619
-198.22567969819553,-190.848855728409,-188.68682170198196,-186.02002860246904,-176.3537333274664
-206.13417862731694,-199.488971097075,-195.668205956846,-188.73145607740196,-180.43318904186432
-192.50309857008577,-188.68526845031948,-185.90429737636936,-183.3506315043488,-171.9675574425812
-179.6449794614614,-173.73624552797503,-171.95167632828517,-169.04405247983033,-161.55904009275187
-187.6134940675642,-181.53788721476474,-179.15778667147833,-176.18476544083967,-168.62770356976878
-214.07346704637095,-207.23371988455253,-202.13530328996245,-190.33789654310954,-178.75017543903064
-221.38211686568883,-212.13866849898614,-208.02308658561645,-202.4226465108964,-195.62570171557516
-222.28240144714223,-213.20501729560576,-201.4085144554491,-192.92417028707968,-186.89779230120533
-198.82278976452028,-186.38006224144712,-175.71270978426043,-171.10628450869612,-164.1589043912402
-191.73736062558297,-183.02456694475046,-178.9948986054439,-172.8173800666046,-165.34684327344158
-182.82761641791703,-172.68382758897607,-162.68622470041868,-158.2621938595508,-151.32333029853078
-158.17320823121463,-150.2082348741323,-145.6935395301956,-142.19278166855403,-129.61761420340568
-168.72188541981052,-154.84810920163883,-144.50733048487825,-134.23332637934712,-125.9442837406233
-170.50872255951427,-163.1256028604659,-159.38761371308607,-156.17246240108696,-151.48631580747377
-160.9581074715053,-154.29356962197915,-150.77515937545263,-146.86681298649557,-141.30508834911794
-173.23954293216906,-163.30372879448797,-160.04245148127893,-156.65977121894326,-148.6711162367689
-174.0560106363297,-167.33030439539058,-162.76808021058187,-148.57436778141306,-141.5056387992481
-156.77708405534202,-148.26440299133793,-146.37853554448083,-143.5350394147379,-131.72729081716082
-159.57426951387166,-148.38607098043948,-145.35035712940947,-141.99246267026754,-131.5714371046815
-140.77494184417236,-132.26307916900208,-126.2167597363355,-113.27152081419425,-105.80356913028409
-133.79770225269144,-126.00462075684806,-123.41567128067246,-120.98186807410556,-106.98312328195775
-131.2393575670105,-113.82114344462687,-110.25961353632314,-107.0108335226515,-101.21319131215813
-133.50347633839488,-128.23756844929704,-126.01712380067117,-124.17821003600673,-116.99652084391651
-133.44084379295953,-126.82361573599,-122.5426722146147,-118.49464067795904,-113.5685838760356
-126.09749370225308,-106.27789728399287,-92.56645669100996,-86.8399568180823,-75.5392407102796
-102.37795968863198,-89.73703029074605,-81.62546262302459,-76.20230048882362,-69.16019419472528
-119.81383078168264,-111.95423397956307,-107.21576422120202,-99.89135228802462,-83.74354489511312
-102.06312319080926,-94.0815600128588,-87.66673290023144,-82.46838622064818,-76.63585530410862
-84.23971735617046,-76.34871563319602,-72.74517539695267,-66.11895763049371,-57.929833311096374
-80.5955155704796,-71.43603458606161,-68.20461937711465,-57.0137824229559,-50.753867347009766
-66.67651272721105,-62.18582980631903,-59.80856315766527,-58.537979389617085,-55.435453373679955
-95.83371718300037,-88.80184307228065,-86.50101112873021,-82.46181630473858,-64.99347177945631
-115.21306156238755,-107.70602569712442,-104.47570644625105,-98.7906067331173,-88.54519439780184
-127.01246140514756,-118.31832345356666,-114.1636686516398,-110.23708890137767,-103.56084213749085
-129.84362478356746,-117.69024116528473,-109.21060207602375,-100.71457886305241,-89.51119697545425
-117.20637443658583,-112.69262611736512,-110.35376165023885,-99.29826960460586,-79.59427524886678
-93.24388919903227,-88.19818717000115,-84.73442408163875,-80.06443238978399,-72.71602731704351
-106.92886155277574,-98.12197233322071,-94.80921041068993,-90.81022353918587,-81.4093936885099
-113.08784725227214,-106.1221841840746,-100.26378556928717,-95.7228704641066,-90.92822784929834
-108.3565975873314,-101.08349740448782,-96.7988329868692,-89.22943999311707,-82.21448805802952
-88.66220663286765,-74.98152521876078,-67.36642416529634,-61.947898264488586,-56.94785640415713
-91.99051112042802,-80.56606483867967,-76.10820926742707,-71.05382427745013,-63.698971746988626
-105.06877230573834,-95.49494609578416,-91.51472031808568,-87.4584163443921,-82.63010680469948
-108.16011281247135,-103.62107642514832,-100.26070581939322,-96.4332897373537,-87.86014920389644
-97.67874510344062,-89.85987742028092,-85.33519707545096,-82.42645642194952,-75.9287032345152
-84.27129055020727,-77.25172843471233,-73.75054697283343,-69.25090921577738,-62.089399274962275
-77.36414134612906,-71.16527655559418,-69.35298547898108,-67.99949721468873,-64.72667195557992
-87.12479751661674,-77.22781081787988,-73.3745346150636,-68.6787097956366,-57.0649200873295
-88.17233452841043,-77.2746875472799,-70.11207921048867,-62.97652151426525,-57.385881192921346
